Course_Index,Course_Title,Course_Units,Course_Description,Course_Prerequisites,Major_Restriction,Course_Tags
MATH 170C,Introduction to Numerical Analysis: Ordinary Differential Equations,4.0,"Numerical differentiation and integration. Ordinary differential equations and their numerical solution. Basic existence and stability theory. Difference equations. Boundary value problems. Prerequisites: MATH 20D or 21D and MATH 170B, or consent of instructor.","[['MATH 20D'], ['MATH 170B']]",[],[]
MATH 171A,Introduction to Numerical Optimization: Linear Programming,4.0,"Linear optimization and applications. Linear programming, the simplex method, duality. Selected topics from integer programming, network flows, transportation problems, inventory problems, and other applications. Three lectures, one recitation. Knowledge of programming recommended. (Credit not allowed for both MATH 171A and ECON 172A.) Prerequisites: MATH 18 or MATH 20F or MATH 31AH, and MATH 20C. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 20C']]",[],[]
MATH 171B,Introduction to Numerical Optimization: Nonlinear Programming,4.0,"Convergence of sequences in Rn, multivariate Taylor series. Bisection and related methods for nonlinear equations in one variable. Newton’s methods for nonlinear equations in one and many variables. Unconstrained optimization and Newton’s method. Equality-constrained optimization, Kuhn-Tucker theorem. Inequality-constrained optimization. Three lectures, one recitation. Knowledge of programming recommended. (Credit not allowed for both MATH 171B and ECON 172B.) Prerequisites: MATH 20C or MATH 31BH and MATH 171A or consent of instructor.","[['MATH 20C', 'MATH 31BH'], ['MATH 171A']]",[],[]
MATH 173A,Optimization Methods for Data Science I,4.0,"Introduction to convexity: convex sets, convex functions; geometry of hyperplanes; support functions for convex sets; hyperplanes and support vector machines. Linear and quadratic programming: optimality conditions; duality; primal and dual forms of linear support vector machines; active-set methods; interior methods. Prerequisites: MATH 20C or MATH 31BH and MATH 18 or 20F or 31AH. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 20C', 'MATH 31BH'], ['MATH 18']]",[],[]
MATH 173B,Optimization Methods for Data Science II,4.0,Unconstrained optimization: linear least squares; randomized linear least squares; method(s) of steepest descent; line-search methods; conjugate-gradient method; comparing the efficiency of methods; randomized/stochastic methods; nonlinear least squares; norm minimization methods. Convex constrained optimization: optimality conditions; convex programming; Lagrangian relaxation; the method of multipliers; the alternating direction method of multipliers; minimizing combinations of norms. Prerequisites: MATH 173A. Students who have not completed listed prerequisites may enroll with consent of instructor.,[['MATH 173A']],[],[]
MATH 174,Numerical Methods for Physical Modeling,4.0,"(Conjoined with MATH 274.) Floating point arithmetic, direct and iterative solution of linear equations, iterative solution of nonlinear equations, optimization, approximation theory, interpolation, quadrature, numerical methods for initial and boundary value problems in ordinary differential equations. (Students may not receive credit for both MATH 174 and PHYS 105, AMES 153 or 154. Students may not receive credit for MATH 174 if MATH 170A, B, or C has already been taken.) Graduate students will do an extra assignment/exam. Prerequisites: Math 20D or MATH 21D, and either MATH 20F or MATH 31AH, or consent of instructor.","[['Math 20D', 'MATH 21D'], ['MATH 20F', 'MATH 31AH']]",[],[]
MATH 175,Numerical Methods for Partial Differential Equations,4.0,"(Conjoined with MATH 275.) Mathematical background for working with partial differential equations. Survey of finite difference, finite element, and other numerical methods for the solution of elliptic, parabolic, and hyperbolic partial differential equations. (Formerly MATH 172. Students may not receive credit for MATH 175/275 and MATH 172.) Graduate students do an extra paper, project, or presentation, per instructor. Prerequisites: MATH 174 or MATH 274, or consent of instructor.","[['MATH 174', 'MATH 274']]",[],[]
MATH 179,Projects in Computational and Applied Mathematics,4.0,"(Conjoined with MATH 279.) Mathematical models of physical systems arising in science and engineering, good models and well-posedness, numerical and other approximation techniques, solution algorithms for linear and nonlinear approximation problems, scientific visualizations, scientific software design and engineering, project-oriented. Graduate students will do an extra paper, project, or presentation per instructor. Prerequisites: MATH 174 or MATH 274 or consent of instructor.","[['MATH 174', 'MATH 274']]",[],[]
MATH 180A,Introduction to Probability,4.0,"Probability spaces, random variables, independence, conditional probability, distribution, expectation, variance, joint distributions, central limit theorem. (Two units of credit offered for MATH 180A if ECON 120A previously, no credit offered if ECON 120A concurrently. Two units of credit offered for MATH 180A if MATH 183 or 186 taken previously or concurrently.) Prior or concurrent enrollment in MATH 109 is highly recommended. Prerequisites: MATH 20C or MATH 31BH, or consent of instructor.","[['MATH 20C', 'MATH 31BH']]",[],[]
MATH 180B,Introduction to Stochastic Processes I,4.0,"Random vectors, multivariate densities, covariance matrix, multivariate normal distribution. Random walk, Poisson process. Other topics if time permits. Prerequisites: MATH 20D and either MATH 18 or MATH 20F or MATH 31AH, and MATH 109 or MATH 31CH, and MATH 180A. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 20D'], ['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 109', 'MATH 31CH'], ['MATH 180A']]",[],[]
MATH 180C,Introduction to Stochastic Processes II,4.0,"Markov chains in discrete and continuous time, random walk, recurrent events. If time permits, topics chosen from stationary normal processes, branching processes, queuing theory. Prerequisites: MATH 180B or consent of instructor.",[['MATH 180B']],[],[]
MATH 181A,Introduction to Mathematical Statistics I,4.0,"Multivariate distribution, functions of random variables, distributions related to normal. Parameter estimation, method of moments, maximum likelihood. Estimator accuracy and confidence intervals. Hypothesis testing, type I and type II errors, power, one-sample t-test. Prior or concurrent enrollment in MATH 109 is highly recommended. Prerequisites: MATH 180A, and MATH 18 or MATH 20F or MATH 31AH, and MATH 20C. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 180A'], ['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 20C']]",[],[]
MATH 181B,Introduction to Mathematical Statistics II,4.0,"Hypothesis testing. Linear models, regression, and analysis of variance. Goodness of fit tests. Nonparametric statistics. Two units of credit offered for MATH 181B if ECON 120B previously; no credit offered if ECON 120B concurrently. Prior enrollment in MATH 109 is highly recommended. Prerequisites: MATH 181A or consent of instructor.",[['MATH 181A']],[],[]
MATH 181C,Mathematical Statistics—Nonparametric Statistics,4.0,"Topics covered may include the following: classical rank test, rank correlations, permutation tests, distribution free testing, efficiency, confidence intervals, nonparametric regression and density estimation, resampling techniques (bootstrap, jackknife, etc.) and cross validations. Prior enrollment in MATH 109 is highly recommended. Prerequisites: MATH 181B or consent of instructor.",[['MATH 181B']],[],[]
MATH 181D,Statistical Learning,4.0,"Statistical learning refers to a set of tools for modeling and understanding complex data sets. It uses developments in optimization, computer science, and in particular machine learning. This encompasses many methods such as dimensionality reduction, sparse representations, variable selection, classification, boosting, bagging, support vector machines, and machine learning. Prerequisites: ECE 109 or ECON 120A or MAE 108 or MATH 181A or MATH 183 or MATH 186 or MATH 189. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['ECE 109', 'ECON 120A', 'MAE 108', 'MATH 181A', 'MATH 183', 'MATH 186', 'MATH 189']]",[],[]
MATH 181E,Mathematical Statistics—Time Series,4.0,"Analysis of trends and seasonal effects, autoregressive and moving averages models, forecasting, informal introduction to spectral analysis. Prerequisites: MATH 181B or consent of instructor.",[['MATH 181B']],[],[]
MATH 181F,Sampling Surveys and Experimental Design,4.0,"Design of sampling surveys: simple, stratified, systematic, cluster, network surveys. Sources of bias in surveys. Estimators and confidence intervals based on unequal probability sampling. Design and analysis of experiments: block, factorial, crossover, matched-pairs designs. Analysis of variance, re-randomization, and multiple comparisons. Prerequisites: ECE 109 or ECON 120A or MAE 108 or MATH 11 or MATH 181A or MATH 183 or MATH 186 or MATH 189. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['ECE 109', 'ECON 120A', 'MAE 108', 'MATH 11', 'MATH 181A', 'MATH 183', 'MATH 186', 'MATH 189']]",[],[]
MATH 182,Hidden Data in Random Matrices,4.0,"Rigorous treatment of principal component analysis, one of the most effective methods in finding signals amidst the noise of large data arrays. Topics include singular value decomposition for matrices, maximal likelihood estimation, least squares methods, unbiased estimators, random matrices, Wigner’s semicircle law, Markchenko-Pastur laws, universality of eigenvalue statistics, outliers, the BBP transition, applications to community detection, and stochastic block model. Students will not receive credit for both MATH 182 and DSC 155. Completion of MATH 102 is encouraged but not required. Prerequisites: MATH 180A, and MATH 18 or MATH 31AH. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 180A'], ['MATH 18', 'MATH 31AH']]",[],[]
MATH 183,Statistical Methods,4.0,"Introduction to probability. Discrete and continuous random variables–binomial, Poisson and Gaussian distributions. Central limit theorem. Data analysis and inferential statistics: graphical techniques, confidence intervals, hypothesis tests, curve fitting. (Credit not offered for MATH 183 if ECON 120A, ECE 109, MAE 108, MATH 181A, or MATH 186 previously or concurrently taken. Two units of credit offered for MATH 183 if MATH 180A taken previously or concurrently.) Prerequisites: MATH 20C or MATH 31BH, or consent of instructor.","[['MATH 20C', 'MATH 31BH']]",[],[]
MATH 184,Enumerative Combinatorics,4.0,"Introduction to the theory and applications of combinatorics. Enumeration of combinatorial structures (permutations, integer partitions, set partitions). Bijections, inclusion-exclusion, ordinary and exponential generating functions. Renumbered from MATH 184A; credit not offered for MATH 184 if MATH 184A if previously taken. Credit not offered for MATH 184 if MATH 188 previously taken. If MATH 184 and MATH 188 are concurrently taken, credit only offered for MATH 188. Prerequisites: MATH 31CH or MATH 109. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 31CH', 'MATH 109']]",[],[]
MATH 185,Introduction to Computational Statistics,4.0,"Statistical analysis of data by means of package programs. Regression, analysis of variance, discriminant analysis, principal components, Monte Carlo simulation, and graphical methods. Emphasis will be on understanding the connections between statistical theory, numerical results, and analysis of real data. Recommended preparation: exposure to computer programming (such as CSE 5A, CSE 7, or ECE 15) highly recommended. Prerequisites: MATH 181A, or ECON 120B, and either MATH 18 or MATH 20F or MATH 31AH, and MATH 20C or MATH 31BH. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 181A', 'ECON 120B'], ['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 20C', 'MATH 31BH']]",[],[]
MATH 186,Probability and Statistics for Bioinformatics,4.0,"This course will cover discrete and random variables, data analysis and inferential statistics, likelihood estimators and scoring matrices with applications to biological problems. Introduction to Binomial, Poisson, and Gaussian distributions, central limit theorem, applications to sequence and functional analysis of genomes and genetic epidemiology. (Credit not offered for MATH 186 if ECON 120A, ECE 109, MAE 108, MATH 181A, or MATH 183 previously or concurrently. Two units of credit offered for MATH 186 if MATH 180A taken previously or concurrently.) Prerequisites: MATH 20C or MATH 31BH, or consent of instructor.","[['MATH 20C', 'MATH 31BH']]",[],[]
MATH 187A,Introduction to Cryptography,4.0,An introduction to the basic concepts and techniques of modern cryptography. Classical cryptanalysis. Probabilistic models of plaintext. Monoalphabetic and polyalphabetic substitution. The one-time system. Caesar-Vigenere-Playfair-Hill substitutions. The Enigma. Modern-day developments. The Data Encryption Standard. Public key systems. Security aspects of computer networks. Data protection. Electronic mail. Recommended preparation: basic programming experience. Renumbered from MATH 187. Students may not receive credit for both MATH 187A and MATH 187. Prerequisites: MATH 10A or MATH 20A. Students who have not completed listed prerequisite may enroll with consent of instructor.,"[['MATH 10A', 'MATH 20A']]",[],[]
MATH 187B,Mathematics of Modern Cryptography,4.0,"The object of this course is to study modern public key cryptographic systems and cryptanalysis (e.g., RSA, Diffie-Hellman, elliptic curve cryptography, lattice-based cryptography, homomorphic encryption) and the mathematics behind them. We also explore other applications of these computational techniques (e.g., integer factorization and attacks on RSA). Recommended preparation: Familiarity with Python and/or mathematical software (especially SAGE) would be helpful, but it is not required. Prerequisites: MATH 187 or MATH 187A and MATH 18 or MATH 31AH or MATH 20F. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 187', 'MATH 187A'], ['MATH 18', 'MATH 31AH', 'MATH 20F']]",[],[]
MATH 188,Algebraic Combinatorics,4.0,"A rigorous introduction to algebraic combinatorics. Basic enumeration and generating functions. Enumeration involving group actions: Polya theory. Posets and Sperner property. q-analogs and unimodality. Partitions and tableaux. Credit not offered for MATH 188 if MATH 184 or MATH 184A previously taken. If MATH 184 and MATH 188 are concurrently taken, credit only offered for MATH 188. Prerequisites: MATH 31CH or MATH 109 and MATH 18 or MATH 31AH and MATH 100A or 103A. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 31CH', 'MATH 109'], ['MATH 18', 'MATH 31AH'], ['MATH 100A']]",[],[]
MATH 189,Exploratory Data Analysis and Inference,4.0,"An introduction to various quantitative methods and statistical techniques for analyzing data—in particular big data. Quick review of probability continuing to topics of how to process, analyze, and visualize data using statistical language R. Further topics include basic inference, sampling, hypothesis testing, bootstrap methods, and regression and diagnostics. Offers conceptual explanation of techniques, along with opportunities to examine, implement, and practice them in real and simulated data. Prerequisites: MATH 18 or MATH 20F or MATH 31AH, and MATH 20C and one of BENG 134, CSE 103, ECE 109, ECON 120A, MAE 108, MATH 180A, MATH 183, MATH 186, or SE 125. Students who have not completed listed prerequisites may enroll with consent of instructor.","[['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 20C'], ['BENG 134', 'CSE 103', 'ECE 109', 'ECON 120A', 'MAE 108', 'MATH 180A', 'MATH 183', 'MATH 186', 'SE 125']]",[],[]
MATH 190A,Foundations of Topology I,4.0,"An introduction to point set topology: topological spaces, subspace topologies, product topologies, quotient topologies, continuous maps and homeomorphisms, metric spaces, connectedness, compactness, basic separation, and countability axioms. Examples. Instructor may choose further topics such as Urysohn’s lemma, Urysohn’s metrization theorem. Formerly MATH 190. Students may not receive credit for MATH 190A and MATH 190. Prerequisites: MATH 31CH or MATH 140A or MATH 142A. Students who have not completed prerequisites may enroll with consent of instructor.","[['MATH 31CH', 'MATH 140A', 'MATH 142A']]",[],[]
MATH 190B,Foundations of Topology II,4.0,"An introduction to the fundamental group: homotopy and path homotopy, homotopy equivalence, basic calculations of fundamental groups, fundamental group of the circle and applications (for instance to retractions and fixed-point theorems), van Kampen’s theorem, covering spaces, universal covers. Examples of all of the above. Instructor may choose further topics such as deck transformations and the Galois correspondence, basic homology, compact surfaces. Prerequisites: MATH 190A. Students who have not completed the listed prerequisite may enroll with consent of instructor.",[['MATH 190A']],[],[]
MATH 191,Topics in Topology,4.0,"Topics to be chosen by the instructor from the fields of differential algebraic, geometric, and general topology. Prerequisites: MATH 190A or consent of instructor.",[['MATH 190A']],[],[]
MATH 193A,Actuarial Mathematics I,4.0,"Probabilistic Foundations of Insurance. Short-term risk models. Survival distributions and life tables. Introduction to life insurance. Prerequisites: MATH 180A or MATH 183, or consent of instructor.","[['MATH 180A', 'MATH 183']]",[],[]
MATH 193B,Actuarial Mathematics II,4.0,Life Insurance and Annuities. Analysis of premiums and premium reserves. Introduction to multiple life functions and decrement models as time permits. Prerequisites: MATH 193A or consent of instructor.,[['MATH 193A']],[],[]
MATH 194,The Mathematics of Finance,4.0,"Introduction to the mathematics of financial models. Basic probabilistic models and associated mathematical machinery will be discussed, with emphasis on discrete time models. Concepts covered will include conditional expectation, martingales, optimal stopping, arbitrage pricing, hedging, European and American options. Prerequisites: MATH 20D, and either MATH 18 or MATH 20F or MATH 31AH, and MATH 180A. Students who have not completed listed prerequisites may enroll with consent of instructor. Students completing ECON 120A instead of MATH 180A must obtain consent of instructor to enroll.","[['MATH 20D'], ['MATH 18', 'MATH 20F', 'MATH 31AH'], ['MATH 180A']]",[],[]
MATH 195,Introduction to Teaching in Mathematics,4.0,Students will be responsible for and teach a class section of a lower-division mathematics course. They will also attend a weekly meeting on teaching methods. (Does not count toward a minor or major.) Prerequisites: consent of instructor.,[[]],[],[]
MATH 196,Student Colloquium,1.0,A variety of topics and current research results in mathematics will be presented by guest lecturers and students under faculty direction. May be taken for P/NP grade only. Prerequisites: upper-division status.,[[]],[],[]
MATH 197,Extracurricular Industry Practicum (2 or,,"An enrichment program which provides academic credit for work experience with public/private sector employers. After independently securing an internship with significant mathematical content, students will identify a faculty member to work with directly, discussing the mathematics involved. Faculty may require related readings and assignments as appropriate. May be taken for credit three times. Units may not be applied towards major graduation requirements. Prerequisites: permission of department.",[[]],[],[]
MATH 199,Independent Study for Undergraduates (2 or,,Independent reading in advanced mathematics by individual students. Three periods. (P/NP grades only.) Prerequisites: permission of department.,[[]],[],[]
MATH 199H,Honors Thesis Research for Undergraduates,,"Honors thesis research for seniors participating in the Honors Program. Research is conducted under the supervision of a mathematics faculty member. Prerequisites: admission to the Honors Program in mathematics, department stamp.",[[]],[],[]
